titulo;imagen;comensales;duracion;dificultad;ingredientes;pasos;Categoria
Patatas guisadas con pollo;https://www.recetasonline.net/wp-content/uploads/2014/03/Patatas-guisadas-con-pollo.jpg;4;55m;;['200 gr. de alitas de pollo', '1 cebolla', '1 litro de caldo de pollo', '4 tomates maduros', '1 pimiento verde', '4 patatas', '1 cucharadita de pimentón dulce', '1 vasito de vino blanco', '1 chorrito de vinagre (opcional)', 'Sal'];['Lo primero que tenemos que hacer para empezar con esta receta de cocina es cortar las alitas de pollo y ponerlas a dorar en una cacerola lo suficientemente grande para que luego nos quepan el resto de ingredientes.', 'Mientras se doran las alitas y muslitos pelamos y picamos la cebolla, el tomate y el pimiento y añadimos a la olla.', 'Dejamos cocinar unos minutos hasta que tengamos la cebolla casi transparente pero sin llegar a coger color.', 'Añadimos el vino blanco y la sal y dejamos un par de minutos más mientras pelamos y cortamos las patatas chascándolas como podemos ver en el vídeo. Si queréis poner el chorrito de vinagre este es el momento.', 'Añadimos las patatas y cubrimos con el caldo bien calientey dejamos cocinar unos 45 minutos o hasta que las patatas estén tiernas.', 'Ya tenemos nuestras patatas guisadas con pollo listas para llevar a la mesa y disfrutar.'];3
Sopa de ajo;https://www.recetasonline.net/wp-content/uploads/2014/02/Sopa-de-ajo.jpg;2;45m;;['1/2 litro de agua', '4 dientes de ajo', '1 cucharada de salsa de tomate', '1 cucharada de pimentón dulce', '1 cucharadita de pulpa de pimiento choricero', '1 guindilla', '2 rebanadas de pan', '2 huevos', '1 pastilla de caldo de carne', ''];['Lo primero que tenemos que hacer es poner a tostar las rebanadas de pan.', 'Mientras pelamos y cortamos los dientes de ajo en láminas y doramos con un poquito de aceite.', 'Añadimos la guindilla y la salsa de tomate y removemos bien. Seguidamente ponemos el pimentón y la pulpa de pimiento choricero.', 'Añadimos la pastilla de caldo de carne e incorporamos el agua que tiene que estar muy caliente como podéis ver en el vídeo.', 'Añadimos el pan troceado y dejamos cocinar por espacio de 20 minutos a fuego lento.', 'Pasado el tiempo de cocción troceamos el pan un poco para que se deshaga más y ponemos a fuego fuerte hasta que hierva.', 'Servimos y añadimos el huevo que si queréis puede estar batido. Removemos bien y lo tenemos listo para llevar a la mesa.'];3
Sandwich club;https://www.recetasonline.net/wp-content/uploads/2014/02/Sandwich-club.jpg;1;15m;;['4 rebanadas de pan de molde', '2 lonchas de jamón cocido', '2 lonchas de queso', '4 cucharadas de mayonesa', '1 filete de pechuga de pollo', '2 lonchas de beicon', 'Lechuga'];['Lo primero que tenemos que hacer para la elaboración de esta receta de cocina es tostar las rebanadas de pan.', 'Mientras tostamos el pan doramos en una sartén el beicon y el filete de pechuga de pollo.', 'Ponemos mayonesa en las caras del pan de molde y en la primera capa ponemos el jamón y el queso y tapamos con una rebanada. Ponemos mayonesa como podemos ver en el vídeo.', 'El segundo nivel ponemos la pechuga de pollo cortada en tiras para que nos quepa mejor y las lonchas de beicon. Tapamos con la siguiente rebanada y untamos de mayonesa.', 'En la última capa ponemos la lechuga y terminamos poniendo la última de las rebanadas.', 'Pinchamos con unos palillos para que no se deshaga y cortamos por la mitad. Ya tenemos nuestro sandwich club listo para llevar a la mesa.'];3
Lentejas estofadas con costillas;https://www.recetasonline.net/wp-content/uploads/2013/05/lentejas-con-chorizo.jpg;4;2:30 h;;['300 gr. de lentejas', '2 tomates maduros', '1 cebolla', '1/2 zanahoria', '500 gr. de costillas de cerdo', '1 patata', '2 porciones de chorizo', '1 diente de ajo', '1 cucharadita de pimentón'];['Lo primero que tenemos que hacer para la elaboración de esta receta de cocina de lentejas estofadas es poner las lentejas a remojo la noche anterior. Es importante que las tengamos al menos 12 horas a remojo para que la cocción sea la correcta.', 'Ponemos un chorrito de aceite en una olla y doramos las costillas hasta que tomen algo de color.', 'Pelamos los tomates y troceamos junto con las costillas y dejamos rehogando unos minutos.', 'Pelamos y picamos la cebolla y lo añadimos a la olla. Incorporamos un poco de sal en este punto pero sin pasarse. Si queréis le podéis poner el pimentón en este punto también.', 'Pelamos la patata y la zanahoria y la cortamos. Pelamos el diente de ajo y lo añadimos junto con la patata y zanahoria troceada. También incorporamos el chorizo en este punto.', 'Ya solamente nos queda añadir las lentejas escurridas y cubrir de agua caliente la olla. Dejaremos cocinar por espacio de 2 horas.', 'Rectificamos de sal en caso de que sea necesario y ya tenemos las lentejas listas para llevar a la mesa.'];8
Espaguetis a la putanesca;https://www.recetasonline.net/wp-content/uploads/2013/12/Espaguetis-a-la-putanesca1.jpg;2;20m;;['200 gr. de espaguetis', '4 dientes de ajo', '4 anchoas', '4 aceitunas negras sin hueso', '100 ml. de salsa de tomate', 'Perejil fresco', 'Orégano'];['Lo primero que tenemos que hacer para la elaboración de esta deliciosa receta de cocina es picar el ajo, las anchoas, las aceitunas y el perejil fresco.', 'En una sartén añadimos un poco de aceite de oliva y doramos el ajo ligeramente antes de añadir el resto de ingredientes picados.', 'Cocemos la pasta siguiendo las indicaciones del fabricante y escurrimos.', 'Añadimos la salsa de tomate a la sartén y el orégano picado al gusto de cada uno y solamente nos queda añadir los espaguetis y rehogar un par de minutos antes de servir.'];5
Garbanzos con chorizo;https://www.recetasonline.net/wp-content/uploads/2013/11/garbanzos-con-chorizo.jpg;4;60m;;['200 gr. de garbanzos cocidos', '1 pimiento verde', '2 tomates maduros', '1/2 cebolla', '500 ml. de caldo de carne', '1 hueso de jamón', '1 hoja de laurel', '1 clavo de olor', 'Chorizo curado', 'Pimienta negra', 'Pimentón dulce'];['Lo primero que tenemos que hacer es pelar y picar la verduras y las ponemos a sofreír en una sartén como os enseño en el vídeo de arriba.', 'El caldo lo infusionamos con el hueso de jamón, el laurel y el clavo de olor.', 'Añadimos a la verdura pochada el pimentón dulce y la pimienta negra, como siempre al gusto de cada uno, y trituramos para que nos quede una textura fina.', 'Añadimos al caldo del que hemos retirado el hueso, el laurel y el clavo. Añadimos los garbanzos cocidos y el chorizo y dejamos cocinar por espacio de unos 20 minutos.'];8
Sopa quema grasa;https://www.recetasonline.net/wp-content/uploads/2013/10/Sopa-quema-grasa.jpg;8;50m;;['3 cebollas', '6 tomates pera', '1 pimiento verde', '1/2 col', '1 pastilla de caldo de carne', '1,5 litros de agua'];['Lo primero que tenemos que hacer para la elaboración de esta receta de cocina de sopa quema grasa es pelar y picar todos los ingredientes finos.', 'Los ponemos en un olla lo suficientemente grande y cubrimos con el agua y añadimos la pastilla de caldo de pollo.', 'Ponemos a fuego fuerte durante 10 minutos y luego bajamos el fuego a suave y cocinamos unos 40 minutos más para que se cueza perfectamente la verdura.', 'Dejamos enfriar un poco y lo tenemos listo para servir.'];8
Macarrones con chorizo;https://www.recetasonline.net/wp-content/uploads/2013/10/Macarrones-con-chorizo-RECETAS-online.jpg;2;20m;;['180 gr. de macarrones', '1/2 cebolla', '1 diente de ajo', '50 gr. de chorizo', '150 gr. de salsa de tomate', 'Orégano', 'Sal'];['Lo primero que tenemos que hacer para la elaboración de esta receta de cocina de macarrones con chorizo es pelar y picar la cebolla.', 'La ponemos a pochar en una sartén con un chorrito de aceite de oliva y picamos el ajo y lo añadimos.', 'Mientras ponemos un cazo de agua a calentar y cuando lo tengamos hirviendo añadimos un poco de sal y cocemos la pasta durante el tiempo indicado por el fabricante.', 'Picamos el chorizo y lo añadimos a la sartén de la cebolla y el ajo y cuando lo tengamos cocinado añadimos la salsa de tomate y el orégano.', 'Dejamos un par de minutos para que se caliente la salsa de tomate y añadimos los macarrones ya cocidos y escurridos.', 'Servimos en cada plato y rallamos un poco de queso parmesano antes de servir.'];5
Fetuccini Alfredo;https://www.recetasonline.net/wp-content/uploads/2013/09/Fetuccini-Alfredo1.jpg;2;15m;;['180 gr. de fetuccini', '75 ml. de nata', '30 gr. de queso parmesano', '30 gr. de mantequilla', 'Pimienta blanca', 'Nuez moscada', 'Sal'];['Lo primero que tenemos que hacer para la elaboración de esta receta de cocina de fetuccini Alfredo es rallar el queso. Es mejor rallar el queso al memento que usar queso parmesano ya rallado.', 'Calentamos la nata a fuego suave para que no se queme y añadimos el queso rallado y removemos para que se integre. A continuación incorporamos la mantequilla.', 'Cuando tenemos todo fundido añadimos la pimienta blanca y la nuez moscada al gusto. Mucho cuidado con la nuez moscada que es muy aromática XD', 'Cocemos la pasta siguiendo las indicaciones del fabricante y terminamos poniendo la salsa por encima. Listo para llevar a la mesa.'];5
Arroz con pollo;https://www.recetasonline.net/wp-content/uploads/2013/06/Arroz-con-pollo.jpg;3;25m;;['200 gr. de arroz', '1 pechuga de pollo', '500 ml. de caldo de ave', '1/2 pimiento verde', '1 tomate maduro', 'Pimentón dulce', 'Sal'];['Lo primero que tenemos que hacer para la elaboración de nuestro arroz con pollo es picar el pimiento. Si lo picamos fino luego no encontraremos tropezones y es más agradable de comer. Lo ponemos en una sartén donde hemos puesto un chorrito de aceite de oliva a calentar.', 'Pelamos y picamos el tomate y lo añadimos junto con el pimiento. Removemos bien para que se mezcle y dejamos cocinando unos minutos mientras troceamos la pechuga de pollo en trozos regulares.', 'Añadimos a la sartén y dejamos unos minutos para que se dore por todas parte ligeramente el pollo. Añadimos un poco de pimentón dulce y removemos todo para dejar unos minutos más cocinando.', 'Añadimos el arroz y rehogamos un par de minutos más antes de incorporar el caldo de ave que debemos tener muy caliente, mejor hirviendo. Probamos el caldo y rectificamos el punto de sal en caso de que sea necesario.', 'Dejamos cocinando a fuego suave pero teniendo en cuenta que haya borbotones del caldo. Pasamos 15 minutos retiramos del fuego y dejamos reposar tapado por un paño 5 minutos más antes de llevar a la mesa.'];5
Arroz negro con gambas;https://www.recetasonline.net/wp-content/uploads/2013/01/arroz-negro-1.jpg;4;40m;;['800 ml. de caldo de pescado', '350 gr. de arroz', '1 cebolla', '1 diente de ajo', '1 tomate maduro', '3 hebras de azafrán', '250 gr. de sepia', '100 gr. de gambas', '2 tintas de sepia'];['Lo primero que vamos a hacer para la elaboración de esta receta de cocina de arroz negro es pelar y picar la cebolla fino y ponerlo en el recipiente donde vamos a cocinar nuestro arroz negro a cocinar con un chorro generoso de aceite de oliva.', 'Pelamos y picamos el ajo y lo añadimos a la cebolla. Removeremos constantemente para evitar que la cebolla nos coja mucho color.', 'Pelamos y picamos el tomate y lo incorporamos a la mezcla anterior. Dejamos cocinar a fuego suave hasta que obtenemos una pasta homogénea. A continuación incorporamos la sepia cortada en dados y después las gambas peladas.', 'Añadimos las hebras de azafrán y el arroz y rehogamos un par de minutos. Calentamos el caldo de pescado y disolvemos la tinta en el interior.', 'Añadimos el caldo al arroz y dejamos cocinando por espacio de 15 minutos teniendo especial cuidado en que hierva por toda la superficie por igual.', 'Pasado el tiempo de cocción, retiramos del fuego y dejamos reposar 5 minutos tapado.', 'Ya tenemos nuestro arroz negro listo para llevar a la mesa para servir.'];6
Lentejas con chorizo;https://www.recetasonline.net/wp-content/uploads/2013/05/lentejas-con-chorizo.jpg;4;55m;;['500 gr. de lentejas', '1 cebolla', '1 zanahoria', '2 cucharadas de salsa de tomate', '1 pizca de pimentón dulce', '2 dientes de ajo', '4 trozos de chorizo'];['Lo primero que tenemos que tener en cuenta antes de comenzar la elaboración de esta receta de lentejas con chorizo es que tenemos que tener a remojo las lentejas al menos unas 12 horas con lo que es recomendable dejarlas a remojo la noche anterior. Si usamos lentejas pardinas, que son más pequeñas, con ponerlas un par de horas a remojo y luego dejar media hora más de cocción sería suficiente.', 'En un olla lo suficientemente grande para contener toda la elaboración vamos a poner un chorro generoso de aceite y introducimos la cebolla y la zanahoria picadas. Dejaremos cocinando a fuego suave por espacio de unos 5 minutos y removiendo constantemente para evitar que tome color.', 'Seguidamente incorporamos la salsa de tomate, los dientes de ajo picados y el pimentón, que si es pimentón de La Vera mejor que mejor. Rehogamos un minuto más antes de incorporar las lentejas.', 'Dejamos cocinar las lentejas un par de minutos antes de cubrir todo el contenido con agua fría. Lo llenaremos hasta que sobrepase unos dos dedos todo el contenido.', 'Cocinaremos a fuego lento por espacio de 50 minutos. Unos 20 minutos antes de terminar la cocción añadiremos los trozos de chorizo para evitar que se nos desmoronen.', 'Ya tenemos nuestras lentejas con chorizo listas para llevar a la mesa. Mejor si servimos bien calientes.'];8
Judías con chipirones;https://www.recetasonline.net/wp-content/uploads/2013/04/Judías-con-chipirones.jpg;4;60m;;['300 gr. de judías blancas', '4 chipirones', '2 zanahorias', '1 cebolla', '4 tomates', '2 dientes de ajo', '1 vaso de vino blanco', '2 hojas de laurel', '1 punta de jamón'];['Lo primero que tenemos que tener en cuenta para la elaboración de esta receta de cocina de judías con chipirones es tener las judías a remojo desde la noche anterior antes de cocinarlas.', 'Pelamos la cebolla y los tomates y lo picamos muy fino. Añadimos un chorrito de aceite de oliva en una olla lo suficientemente grande y cuando lo tengamos caliente sofreímos el tomate y la cebolla. Con unos 10 minutos será suficiente para que no nos coja color pero la cebolla esté perfectamente pochada.', 'Limpiamos y cortamos los chipirones en rodajas. Incorporamos al sofrito anterior y dejamos cocinar un par de minutos removiendo para que se mezcle todo perfectamente.', 'Pelamos y añadimos las zanahorias sin cortar, enteras. Añadimos las judías, los dientes de ajo enteros y con piel y el vino blanco. Llenamos de agua hasta que cubra todo el contenido e incorporamos la punta de jamón. Incorporamos las hojas de laurel.', 'Dejamos cocinar por espacio de unos 45 minutos o hasta que veáis que las judías están tiernas. Retiramos la zanahoria y el jamón y ya tenemos nuestras judías con chipirones listas para llevar a la mesa.'];6
Guisantes con jamón y huevo escalfado;https://www.recetasonline.net/wp-content/uploads/2013/03/guisantes-con-jamón-y-huevo-escalfado-1.jpg;4;45m;;['800 gr. de guisantes cocidos', '100 gr. de jamón ibérico', '1/2 cebolla', '2 patatas medianas', '4 huevos'];['Lo primero que vamos a hacer para esta elaboración es pelar las patatas y trocearlas en dados más o menos regulares. También podemos usar guisantes frescos y los coceríamos junto con las patatas.', 'En una olla lo suficientemente grande ponemos agua a calentar con un poco de sal y cuando la tengamos caliente añadimos las patatas anteriores. Dejaremos las patatas hasta que al pincharlas estén blandas, que será como media hora.', 'Pelamos la cebolla y la picamos bien fina. El jamón lo cortaremos en tiras. En una cazuela ponemos un chorrito de aceite de oliva y añadimos la cebolla hasta que la tengamos pochada, es decir, medio transparente. Añadimos el jamón y dejamos cocinado unos minutos más.', 'Escurrimos las patatas y los guisante en el caso de haberlos cocido nosotros y se lo añadimos a la sartén de la cebolla y el jamón. Rehogamos unos minutos más removiendo para que se reparta de manera uniforme.', 'Vamos a escalfar lo huevos de manera tradicional y para ello pondremos agua en un cazo como hasta la mitad y una cucharada de vinagre de vino a calentar. Cuando llegue al punto de ebullición cascamos los huevos justo encima del agua y dejamos cocinar removiendo por espacio de 4 minutos.', 'Retiramos con ayuda de una espumadera a un recipiente con agua con hielo para cortar la cocción y ya tenemos nuestro huevos escalfados listos para acompañar cualquier plato. Para que salga bien los huevos tienen que ser muy frescos, de lo contrario se nos pueden romper.', 'Repartimos los guisantes en cuatro cazuelitas de barro y colocamos encima de cada uno de ellos un huevo escalfado. Ya tenemos nuestro plato listo para llevar a la mesa.'];8
Alcachofas con tomate al tomillo;https://www.recetasonline.net/wp-content/uploads/2013/03/Alcachofas-con-tomate-al-tomillo-1.jpg;4;50m;;['4 alcachofas', '250 gr. de tomates', '500 ml. de caldo de verduras', '3 limones', '1 cebolla', 'Comino', 'Tomillo'];['Lo primero que vamos a hacer para la elaboración de esta receta de cocina es cortar los tallos de las alcachofas, que es mejor sean de tamaño mediano, y las puntas dejando solamente los corazones de las alcachofas. Reservamos tallos y puntas.', 'Cortamos los corazones a la mitad, los ponemos en un cazo y los cubrimos con el zumo de los limones. Si no lo cubre del todo incorporamos un poquito de agua hasta que lo rebase.', 'Dejamos cocer hasta que esté bien tierno que será aproximadamente unos 20 minutos.', 'Mientras picamos la cebolla fina y la ponemos a rehogar en una sartén con un chorrito de aceite de oliva. Lo dejamos hasta que esté pochada, es decir, que esté prácticamente transparente. ', 'Añadimos los tallos y las puntas de las alcachofas y el tomate troceado y dejamos cocinar unos 10 minutos antes de añadir el caldo,los corazones de alcahofa, el comino y el tomillo.', 'Dejaremos 20 minutos más a fuego suave antes de retirar y dejar reposar al menos media hora antes de servir.', 'Ya tenemos nuestras alcachofas con tomate al tomillo listas para llevar a la mesa.'];8
Arroz con pollo;https://www.recetasonline.net/wp-content/uploads/2013/03/arroz-con-pollo-2.jpg;4;40m;;['500 gr. de arroz bomba', '1 pollo limpio troceado', '3 dientes de ajo', '1 cebolla pequeña', '1 pimiento verde', '50 gr. de ajos tiernos', '3 cucharadas de salsa de tomate', '1,4 l de caldo de ave', 'Azafrán'];['Ponemos en un recipiente ancho y plano lo suficientemente grande al fuego con un chorro generoso de aceite de oliva a calentar.', 'Salpimentamos los trozos de pollo y lo sofreímos hasta que nos queden tostados por todas partes. Retiramos.', 'En el mismo aceite bajando el fuego a suave añadimos el ajo picado, el pimiento troceado y los ajos tiernos picados. Rehogamos durante unos 10 minutos o hasta antes de que lleguen a coger color.', 'Incorporamos el pollo anterior y la salsa de tomate y removemos para que se reparta por toda la superficie. Integramos en este punto las hebras de azafrán.', 'Añadimos el arroz y rehogamos un par de minutos antes de añadir el caldo que debe estar caliente. Rectificamos el punto de sal y dejamos a fuego suave por espacio de unos 15 a 18 minutos. Podemos probar un grano de arroz y si está duro dejarlo un par de minutos más.', 'Retiramos del fuego y dejamos reposar cinco minutos antes de servir. Lo tenemos listo para disfrutar en familia.'];3
Costillas con patatas;https://www.recetasonline.net/wp-content/uploads/2013/02/costillas-con-patatas-2.jpg;4;1:20 h;;['1 kg. de costillas de cerdo', '1 l. de caldo de carne', '1 l. de agua', '4 dientes de ajo', '2 puerros', '1 cebolla', '4 cucharadas de salsa de tomate', '250 ml. de vino blanco', '4 patatas grandes'];['Comenzamos la elaboración de esta receta de cocina de costillas con patatas poniendo en una olla lo suficientemente grande las costillas troceadas con un buen chorro de aceite. A fuego medio dejamos cocinar unos 10 minutos o hasta que veáis que están doradas por todos sus lados.', 'Mientras vamos picando el puerro, la cebolla y los dientes de ajo. Incorporamos una vez doradas las costillas y bajamos el fuego a suave. Dejaremos cocinar otros diez minutos más.', 'Añadimos el vino blanco y dejamos un par de minutos para que evapore el alcohol. Incorporamos la salsa de tomate. Mientras podemos ir pelando las patatas que cortaremos en dados.', 'Añadimos el caldo y el agua que deben estar bien calientes para no cortar la cocción y seguidamente introducimos las patatas en dados. Dejaremos cocinar a fuego suave por espacio de unos 45 minutos. Si vemos que reduce mucho el líquido le podemos agregar un poco más pero siempre teniendo la precaución de que esté caliente.', 'Comprobamos que las patatas están listas pinchando con un cuchillo y rectificamos de sal en caso de ser necesario.', 'Ya tenemos nuestras costillas con patatas listas para llevar a la mesa. Podemos acompañar con un buen vino tinto que marida de maravilla.'];3
Arroz con verduras;https://www.recetasonline.net/wp-content/uploads/2013/02/arroz-con-verduras-1.jpg;4;50m;;['500 gr. de arroz', '500 ml. de caldo de ave', '1 puerro', '1 zanahoria', '1 cebolla', '50 gr. de judías verdes', '100 gr. de champiñones laminados', '5 alcachofas', '1/2 berenjena', '3 dientes de ajo', '5 cucharadas de salsa de tomate', '500 ml. de agua'];['Lo primero que vamos a hacer para la elaboración de esta receta de cocina es picar el puerro, la cebolla y la zanahoria. Lo ponemos todo en un olla con un chorro generoso de aceite de oliva y lo rehogamos todo junto por espacio de cinco minutos.', 'Mientras troceamos las judías verdes,los champiñones, cortamos los centros de alcachofas en cuartos y la berenjena en dados. Añadimos a la olla junto con el ajo bien picado y cocinamos a fuego suave durante quince minutos más.', 'Añadimos la salsa de tomate y el arroz y rehogamos todo junto un par de minutos antes de añadir el caldo de ave y el agua que deben estar calientes.', 'Tapamos la olla y dejamos cocinar por espacio de 15 minutos o hasta que el arroz esté tierno. Lo comprobaremos cogiendo un par de granos y masticando. En caso de ser necesario dejar un par de minutos más.', 'Rectificamos de sal y ya lo tenemos listo para llevar a la mesa. Podéis acompañarlo con un huevo escalfado, por ejemplo, que le va de maravilla.'];8
Fabada asturiana;https://www.recetasonline.net/wp-content/uploads/2013/02/fabada-3.jpg;4;4:00 h;;['400 gr. de fabes o judías pequeñas', '1 chorizo ahumado', '1 morcilla ahumada', '1 oreja de cerdo', '1 trozo de panceta curada', '1 trozo de tocino', '1 cebolla', '1 clavo de olor', '1 hueso de jamón', 'Pimienta en grano (Opcional)'];['Lo primero que tenemos que tener en cuenta en la elaboración de esta receta de cocina de fabada asturiana es que las fabes o las judías deben estar en remojo desde la noche anterior. Vigilar que siempre estén bien cubiertas de agua.', 'Para empezar tenemos que disponer todos los ingredientes en una olla lo suficientemente grande. El clavo de olor lo pinchamos en la cebolla para que no se nos desparrame y luego poder retirarlo.', 'Llenamos de agua fría hasta que cubra todos los ingredientes y ponemos a fuego fuerte hasta que rompa el primer hervor.', 'Bajamos el fuego a suave y dejamos cocinar por espacio de unas cuatro horas. Durante este tiempo retiraremos la espumilla que se nos genere y la grasa que salga a la superficie para hacerlo lo más ligero posible.', 'Pasado este tiempo probamos y rectificamos de sal en caso de que se necesario. Ya tenemos nuestra fabada lista para llevar a la mesa.'];8
Patatas a la riojana;https://www.recetasonline.net/wp-content/uploads/2013/02/patatas-a-la-riojana-1.jpg;4;60m;;['1 pimiento rojo', '1 cebolla', '1 chorizo fresco', '6 patatas grandes', '2 pimientos choriceros', '4 dientes de ajo', '1 hoja de laurel', '1 litro de caldo de carne', '1 guindilla cayena (opcional)'];['Lo primero que tenemos que hacer para la elaboración de esta receta de cocina es picar muy fino el pimiento y la cebolla. En una olla lo suficientemente grande ponemos un chorro generoso de aceite de oliva y añadimos el pimiento y la cebolla picada junto con la guindilla, si optáis por usarla, hasta que tengamos la cebolla bien pochada pero sin que llegue a coger color.', 'Pelamos y cortamos las patatas cascándolas, que es dando un corte hasta la mitad y la otra mitad separando haciendo palanca con el cuchillo y añadimos a la olla. Cortamos el chorizo en rodajas y lo incorporamos también.', 'Añadimos los pimientos choriceros que hemos rehidratado teniendo durante una hora en agua templada junto con su agua. También añadiremos en este punto la hoja de laurel y los dientes de ajo.', 'Añadimos el caldo de carne, que debe estar caliente, y cocinamos todo por espacio de 45 minutos. Pasado este tiempo retiramos los pimientos choriceros y sacamos su pulpa. Si preferís usar directamente pulpa de pimiento choricero lo podéis incorporar en este punto, serían como cuatro cucharaditas.', 'Añadimos la pulpa de los choriceros y dejamos cocinar diez minutos más. Ya tenemos nuestras patatas a la riojana listas para llevar a la mesa.'];3
Arroz con bogavante;https://www.recetasonline.net/wp-content/uploads/2013/02/Arroz-con-bogavante-3.jpg;4;45m;;['1 bogavante grande', '400 gr. de arroz', '1 l. de fumet de pescado', '1 cebolla', '1 pimiento rojo', '2 dientes de ajo', '1 vaso de vino blanco', '200 gr. de tomate triturado', 'Pimentón dulce', 'Cúrcuma o colorante alimentario (opcional)'];['Lo primero que vamos a hacer es poner un chorro generoso de aceite en una olla en la que nos vaya a caber todo el contenido.', 'Añadimos el bogavante troceado y lo dejamos unos cinco minutos hasta que veáis que la carne está cocinada, se pone blanca. Reservamos en un plato aparte.', 'Añadimos el vino blanco y dejamos reducir un par de minutos. Mientras podemos picar el ajo, la cebolla y el pimiento rojo.', 'Añadimos a la olla y cocinamos por espacio de unos cinco minutos o hasta que la cebolla esté bien pochada.', 'Incorporamos el tomate triturado aunque también podéis usar tomate natural y habría que picarlo muy fino.', 'Dejamos cocinar a fuego suave por espacio de cinco minutos más y añadimos el arroz.', 'Rehogamos unos cinco minutos más y añadimos el pimentón dulce. Si queréis que tome un poco más de color podéis añadir un poco de colorante alimentario o curcuma que le confiere un aroma muy agradable.', 'Removemos bien para que quede todo bien mezclado y le incorporamos el caldo que debemos tener caliente para no cortar la cocción.', 'Introducimos las piezas de bogavante que habíamos reservado y dejaremos cocinar por espacio de unos 15 minutos o hasta que veáis que el arroz está tierno probando con una cuchara.', 'Ya tenemos nuestro arroz con bogavante listo para llevar a la mesa.'];3
Arroz negro;https://www.recetasonline.net/wp-content/uploads/2013/01/arroz-negro-4.jpg;4;55m;;['350 gr. de arroz', '200 gr. de calamar', '100 gr. de sepia', '1 cebolla', '800 ml. de caldo de verduras', '1 diente de ajo', '1/2 tomate', '3 sobres de tinta de calamar', '2 hebras de azafrán', 'Picada para arroz (opcional)'];['Lo primero que vamos a hacer en esta receta de arroz negro es pelar y picar fino la cebolla y el diente de ajo. Rehogamos en la paellera con un chorrito de aceite de oliva y a fuego suave hasta que tengamos la cebolla pochada.', 'Añadimos el tomate pelado y troceado y dejamos cocinando todo junto durante unos 10 minutos más.', 'Cortamos la sepia y el calamar en dados más o menos regulares y lo añadimos a la paellera y dejamos cocinar un par de minutos más.', 'En este punto añadimos el arroz y rehogamos todo junto por espacio de dos minutos más removiendo constantemente.', 'El caldo lo tenemos que calentar previamente. Antes le hemos añadido la tinta de calamar. Añadimos bien caliente a la paellera y cocinamos a fuego fuerte durante dos minutos. ', 'Añadimos las hebras de azafrán y bajamos el fuego a suave mientras dejamos cocinar por espacio de 15 minutos más pero rectificando de sal antes si fuera necesario.', 'Retiramos del fuego y tapamos con un paño durante 10 minutos antes de añadirle un poco de picada para arroz, aunque es opcional, y ponerlo de nuevo a fuego fuerte un par de minutos.', 'Ya tenemos nuestro arroz negro listo para llevar a la mesa y disfrutarlo.'];5
Lentejas estofadas;https://www.recetasonline.net/wp-content/uploads/2013/01/Lentejas-estofadas-3.jpg;6;1:20 h;;['500 gr. de lentejas', '2 zanahorias', '1 pimiento verde', '1 cebolla', '4 dientes de ajo', '1 hoja de laurel', '1 cucharadita de pimentón dulce', '400 gr. de costillas de cerdo', '100 gr de hueso de jamón', '2 chorizos', '2 patatas'];['Lo primero que tenemos que tener en cuenta para la elaboración de esta receta de cocina de lentejas estofadas es que la noche antes hay que poner a remojo las lentejas en abundante agua que cubra por completo. Si al día siguiente encontramos alguna lenteja flotando la retiraremos y no la usaremos en el guiso.', 'Picamos la cebolla y el pimiento muy fino y añadimos a una olla donde hemos puesto un chorro generoso de aceite de oliva. Pelamos las zanahorias y las patatas y la zanahoria  la cortamos en rodajas y la patata en dados no muy pequeños para que no se deshagan y añadimos a la olla.', 'Rehogamos por espacio de unos 10 minutos antes de añadir el laurel y los dientes de ajo. Cocinamos cinco minutos más y añadimos las costillas de cerdo y dejamos que cojan algo de color.', 'Cuando la carne ha tomado un colorcito dorado añadimos una cucharadita de pimentón dulce (mejor si es ahumado) y un par de minutos después añadimos las lentejas, el chorizo y agua caliente hasta que cubra todo perfectamente. Es importante que el agua esté caliente para que no se corte la cocción.', 'Añadimos el hueso de jamón, que con un trozo nos vale, tampoco tenéis que pesarlo XD y dejamos cocinar todo por espacio de una hora. Es mejor que esté tapado así se nos cocerá antes el guiso y ahorraremos un poco de energía.', 'Durante este tiempo iremos retirando la espuma que se forma que son impurezas y grasa que no queremos que queden al final. Unos minutos antes de terminar la cocción probamos el punto de sal y rectificamos en el caso de que sea necesario.', 'Ya tenemos nuestras lentejas listas para servir en la mesa. En un plato hondo ponemos un poco de lentejas y acompañamos de una costilla y un trozo generoso de chorizo.'];8
